"","code","tenure.id","dob","start_date_aligned","end_date_aligned","month","start","stop","event","cyst","N.Females","start_as_leader","end_follow_still_leader","tenure_length_aligned","adjusted_end","age_at_start","age_at_month","cyst_date_aligned","total_follower_males"
"557","FAB","FAB-1","4/5/06","8/1/14","10/1/20","5/1/15",9,10,0,0,4,0,1,2253,"9/1/20",8.323287671,9.071038251,NA,4
"558","FAB","FAB-1","4/5/06","8/1/14","10/1/20","6/1/15",10,11,0,0,5,0,1,2253,"9/1/20",8.323287671,9.155737705,NA,4
"559","FAB","FAB-1","4/5/06","8/1/14","10/1/20","7/1/15",11,12,0,0,5,0,1,2253,"9/1/20",8.323287671,9.237704918,NA,4
"560","FAB","FAB-1","4/5/06","8/1/14","10/1/20","8/1/15",12,13,0,0,4,0,1,2253,"9/1/20",8.323287671,9.322404372,NA,4
"561","FAB","FAB-1","4/5/06","8/1/14","10/1/20","9/1/15",13,14,0,0,4,0,1,2253,"9/1/20",8.323287671,9.407103825,NA,4
"562","FAB","FAB-1","4/5/06","8/1/14","10/1/20","10/1/15",14,15,0,0,4,0,1,2253,"9/1/20",8.323287671,9.489071038,NA,4
"563","FAB","FAB-1","4/5/06","8/1/14","10/1/20","11/1/15",15,16,0,0,4,0,1,2253,"9/1/20",8.323287671,9.573770492,NA,4
"564","FAB","FAB-1","4/5/06","8/1/14","10/1/20","12/1/15",16,17,0,0,4,0,1,2253,"9/1/20",8.323287671,9.655737705,NA,4
"565","FAB","FAB-1","4/5/06","8/1/14","10/1/20","1/1/16",17,18,0,0,4,0,1,2253,"9/1/20",8.323287671,9.740437158,NA,2
"566","FAB","FAB-1","4/5/06","8/1/14","10/1/20","2/1/16",18,19,0,0,3,0,1,2253,"9/1/20",8.323287671,9.825136612,NA,0
"567","FAB","FAB-1","4/5/06","8/1/14","10/1/20","3/1/16",19,20,0,0,3,0,1,2253,"9/1/20",8.323287671,9.904371585,NA,0
"568","FAB","FAB-1","4/5/06","8/1/14","10/1/20","4/1/16",20,21,0,0,3,0,1,2253,"9/1/20",8.323287671,9.989071038,NA,0
"569","FAB","FAB-1","4/5/06","8/1/14","10/1/20","5/1/16",21,22,0,0,3,0,1,2253,"9/1/20",8.323287671,10.07123288,NA,0
"570","FAB","FAB-1","4/5/06","8/1/14","10/1/20","6/1/16",22,23,0,0,3,0,1,2253,"9/1/20",8.323287671,10.15616438,NA,0
"571","FAB","FAB-1","4/5/06","8/1/14","10/1/20","7/1/16",23,24,0,0,3,0,1,2253,"9/1/20",8.323287671,10.23835616,NA,0
"572","FAB","FAB-1","4/5/06","8/1/14","10/1/20","8/1/16",24,25,0,0,3,0,1,2253,"9/1/20",8.323287671,10.32328767,NA,0
"573","FAB","FAB-1","4/5/06","8/1/14","10/1/20","9/1/16",25,26,0,0,3,0,1,2253,"9/1/20",8.323287671,10.40821918,NA,0
"574","FAB","FAB-1","4/5/06","8/1/14","10/1/20","10/1/16",26,27,0,0,3,0,1,2253,"9/1/20",8.323287671,10.49041096,NA,0
"575","FAB","FAB-1","4/5/06","8/1/14","10/1/20","11/1/16",27,28,0,0,3,0,1,2253,"9/1/20",8.323287671,10.57534247,NA,0
"576","FAB","FAB-1","4/5/06","8/1/14","10/1/20","12/1/16",28,29,0,0,3,0,1,2253,"9/1/20",8.323287671,10.65753425,NA,0
"577","FAB","FAB-1","4/5/06","8/1/14","10/1/20","1/1/17",29,30,0,0,4,0,1,2253,"9/1/20",8.323287671,10.74246575,NA,0
"578","FAB","FAB-1","4/5/06","8/1/14","10/1/20","2/1/17",30,31,0,0,4,0,1,2253,"9/1/20",8.323287671,10.82739726,NA,0
"579","FAB","FAB-1","4/5/06","8/1/14","10/1/20","3/1/17",31,32,0,0,4,0,1,2253,"9/1/20",8.323287671,10.90410959,NA,0
"580","FAB","FAB-1","4/5/06","8/1/14","10/1/20","4/1/17",32,33,0,0,4,0,1,2253,"9/1/20",8.323287671,10.9890411,NA,0
"581","FAB","FAB-1","4/5/06","8/1/14","10/1/20","5/1/17",33,34,0,0,4,0,1,2253,"9/1/20",8.323287671,11.07123288,NA,0
"582","FAB","FAB-1","4/5/06","8/1/14","10/1/20","6/1/17",34,35,0,0,4,0,1,2253,"9/1/20",8.323287671,11.15616438,NA,0
"583","FAB","FAB-1","4/5/06","8/1/14","10/1/20","7/1/17",35,36,0,0,4,0,1,2253,"9/1/20",8.323287671,11.23835616,NA,0
"584","FAB","FAB-1","4/5/06","8/1/14","10/1/20","8/1/17",36,37,0,0,4,0,1,2253,"9/1/20",8.323287671,11.32328767,NA,0
"585","FAB","FAB-1","4/5/06","8/1/14","10/1/20","9/1/17",37,38,0,0,4,0,1,2253,"9/1/20",8.323287671,11.40821918,NA,0
"586","FAB","FAB-1","4/5/06","8/1/14","10/1/20","10/1/17",38,39,0,0,4,0,1,2253,"9/1/20",8.323287671,11.49041096,NA,0
"587","FAB","FAB-1","4/5/06","8/1/14","10/1/20","11/1/17",39,40,0,0,4,0,1,2253,"9/1/20",8.323287671,11.57534247,NA,0
"588","FAB","FAB-1","4/5/06","8/1/14","10/1/20","12/1/17",40,41,0,0,4,0,1,2253,"9/1/20",8.323287671,11.65753425,NA,0
"589","FAB","FAB-1","4/5/06","8/1/14","10/1/20","1/1/18",41,42,0,0,4,0,1,2253,"9/1/20",8.323287671,11.74246575,NA,0
"590","FAB","FAB-1","4/5/06","8/1/14","10/1/20","2/1/18",42,43,0,0,4,0,1,2253,"9/1/20",8.323287671,11.82739726,NA,0
"591","FAB","FAB-1","4/5/06","8/1/14","10/1/20","3/1/18",43,44,0,0,4,0,1,2253,"9/1/20",8.323287671,11.90410959,NA,0
"592","FAB","FAB-1","4/5/06","8/1/14","10/1/20","4/1/18",44,45,0,0,4,0,1,2253,"9/1/20",8.323287671,11.9890411,NA,0
"593","FAB","FAB-1","4/5/06","8/1/14","10/1/20","5/1/18",45,46,0,0,4,0,1,2253,"9/1/20",8.323287671,12.07123288,NA,0
"594","FAB","FAB-1","4/5/06","8/1/14","10/1/20","6/1/18",46,47,0,0,4,0,1,2253,"9/1/20",8.323287671,12.15616438,NA,0
"595","FAB","FAB-1","4/5/06","8/1/14","10/1/20","7/1/18",47,48,0,0,4,0,1,2253,"9/1/20",8.323287671,12.23835616,NA,0
"596","FAB","FAB-1","4/5/06","8/1/14","10/1/20","8/1/18",48,49,0,0,4,0,1,2253,"9/1/20",8.323287671,12.32328767,NA,0
"597","FAB","FAB-1","4/5/06","8/1/14","10/1/20","9/1/18",49,50,0,0,4,0,1,2253,"9/1/20",8.323287671,12.40821918,NA,0
"598","FAB","FAB-1","4/5/06","8/1/14","10/1/20","10/1/18",50,51,0,0,4,0,1,2253,"9/1/20",8.323287671,12.49041096,NA,0
"599","FAB","FAB-1","4/5/06","8/1/14","10/1/20","11/1/18",51,52,0,0,4,0,1,2253,"9/1/20",8.323287671,12.57534247,NA,0
"600","FAB","FAB-1","4/5/06","8/1/14","10/1/20","12/1/18",52,53,0,0,4,0,1,2253,"9/1/20",8.323287671,12.65753425,NA,0
"601","FAB","FAB-1","4/5/06","8/1/14","10/1/20","1/1/19",53,54,0,0,4,0,1,2253,"9/1/20",8.323287671,12.74246575,NA,0
"602","FAB","FAB-1","4/5/06","8/1/14","10/1/20","2/1/19",54,55,0,0,4,0,1,2253,"9/1/20",8.323287671,12.82739726,NA,0
"603","FAB","FAB-1","4/5/06","8/1/14","10/1/20","3/1/19",55,56,0,0,4,0,1,2253,"9/1/20",8.323287671,12.90410959,NA,0
"604","FAB","FAB-1","4/5/06","8/1/14","10/1/20","4/1/19",56,57,0,0,3,0,1,2253,"9/1/20",8.323287671,12.9890411,NA,0
"605","FAB","FAB-1","4/5/06","8/1/14","10/1/20","5/1/19",57,58,0,0,3,0,1,2253,"9/1/20",8.323287671,13.07103825,NA,0
"606","FAB","FAB-1","4/5/06","8/1/14","10/1/20","6/1/19",58,59,0,0,3,0,1,2253,"9/1/20",8.323287671,13.1557377,NA,0
"607","FAB","FAB-1","4/5/06","8/1/14","10/1/20","7/1/19",59,60,0,0,3,0,1,2253,"9/1/20",8.323287671,13.23770492,NA,0
"608","FAB","FAB-1","4/5/06","8/1/14","10/1/20","8/1/19",60,61,0,0,3,0,1,2253,"9/1/20",8.323287671,13.32240437,NA,0
"609","FAB","FAB-1","4/5/06","8/1/14","10/1/20","9/1/19",61,62,0,0,3,0,1,2253,"9/1/20",8.323287671,13.40710383,NA,0
"610","FAB","FAB-1","4/5/06","8/1/14","10/1/20","10/1/19",62,63,0,0,3,0,1,2253,"9/1/20",8.323287671,13.48907104,NA,0
"611","FAB","FAB-1","4/5/06","8/1/14","10/1/20","11/1/19",63,64,0,0,3,0,1,2253,"9/1/20",8.323287671,13.57377049,NA,0
"612","FAB","FAB-1","4/5/06","8/1/14","10/1/20","12/1/19",64,65,0,0,3,0,1,2253,"9/1/20",8.323287671,13.6557377,NA,0
"613","FAB","FAB-1","4/5/06","8/1/14","10/1/20","1/1/20",65,66,0,0,3,0,1,2253,"9/1/20",8.323287671,13.74043716,NA,0
"614","FAB","FAB-1","4/5/06","8/1/14","10/1/20","2/1/20",66,67,0,0,3,0,1,2253,"9/1/20",8.323287671,13.82513661,NA,0
"615","FAB","FAB-1","4/5/06","8/1/14","10/1/20","3/1/20",67,68,0,0,3,0,1,2253,"9/1/20",8.323287671,13.90437158,NA,0
"616","FAB","FAB-1","4/5/06","8/1/14","10/1/20","4/1/20",68,69,0,0,3,0,1,2253,"9/1/20",8.323287671,13.98907104,NA,0
"617","FAB","FAB-1","4/5/06","8/1/14","10/1/20","5/1/20",69,70,0,0,3,0,1,2253,"9/1/20",8.323287671,14.07123288,NA,0
"618","FAB","FAB-1","4/5/06","8/1/14","10/1/20","6/1/20",70,71,0,0,3,0,1,2253,"9/1/20",8.323287671,14.15616438,NA,0
"619","FAB","FAB-1","4/5/06","8/1/14","10/1/20","7/1/20",71,72,0,0,3,0,1,2253,"9/1/20",8.323287671,14.23835616,NA,0
"620","FAB","FAB-1","4/5/06","8/1/14","10/1/20","8/1/20",72,73,0,0,3,0,1,2253,"9/1/20",8.323287671,14.32328767,NA,0
"621","FAB","FAB-1","4/5/06","8/1/14","10/1/20","9/1/20",73,74,0,0,3,0,1,2253,"9/1/20",8.323287671,14.40821918,NA,0
"622","FRA","FRA-1","4/19/97","5/1/06","8/1/09","5/1/06",0,1,0,0,7,0,0,1188,"7/1/09",9.032876712,9.032876712,"3/1/11",3
"623","FRA","FRA-1","4/19/97","5/1/06","8/1/09","6/1/06",1,2,0,0,8,0,0,1188,"7/1/09",9.032876712,9.117808219,"3/1/11",3
"624","FRA","FRA-1","4/19/97","5/1/06","8/1/09","7/1/06",2,3,0,0,8,0,0,1188,"7/1/09",9.032876712,9.2,"3/1/11",3
"625","FRA","FRA-1","4/19/97","5/1/06","8/1/09","8/1/06",3,4,0,0,8,0,0,1188,"7/1/09",9.032876712,9.284931507,"3/1/11",3
"626","FRA","FRA-1","4/19/97","5/1/06","8/1/09","9/1/06",4,5,0,0,8,0,0,1188,"7/1/09",9.032876712,9.369863014,"3/1/11",3
"627","FRA","FRA-1","4/19/97","5/1/06","8/1/09","10/1/06",5,6,0,0,8,0,0,1188,"7/1/09",9.032876712,9.452054795,"3/1/11",3
"628","FRA","FRA-1","4/19/97","5/1/06","8/1/09","11/1/06",6,7,0,0,8,0,0,1188,"7/1/09",9.032876712,9.536986301,"3/1/11",3
"629","FRA","FRA-1","4/19/97","5/1/06","8/1/09","12/1/06",7,8,0,0,8,0,0,1188,"7/1/09",9.032876712,9.619178082,"3/1/11",3
"630","FRA","FRA-1","4/19/97","5/1/06","8/1/09","1/1/07",8,9,0,0,8,0,0,1188,"7/1/09",9.032876712,9.704109589,"3/1/11",3
"631","FRA","FRA-1","4/19/97","5/1/06","8/1/09","2/1/07",9,10,0,0,8,0,0,1188,"7/1/09",9.032876712,9.789041096,"3/1/11",3
"632","FRA","FRA-1","4/19/97","5/1/06","8/1/09","3/1/07",10,11,0,0,8,0,0,1188,"7/1/09",9.032876712,9.865753425,"3/1/11",3
"633","FRA","FRA-1","4/19/97","5/1/06","8/1/09","4/1/07",11,12,0,0,8,0,0,1188,"7/1/09",9.032876712,9.950684932,"3/1/11",3
"634","FRA","FRA-1","4/19/97","5/1/06","8/1/09","5/1/07",12,13,0,0,8,0,0,1188,"7/1/09",9.032876712,10.03278689,"3/1/11",3
"635","FRA","FRA-1","4/19/97","5/1/06","8/1/09","6/1/07",13,14,0,0,9,0,0,1188,"7/1/09",9.032876712,10.11748634,"3/1/11",3
"636","FRA","FRA-1","4/19/97","5/1/06","8/1/09","7/1/07",14,15,0,0,9,0,0,1188,"7/1/09",9.032876712,10.19945355,"3/1/11",3
"637","FRA","FRA-1","4/19/97","5/1/06","8/1/09","8/1/07",15,16,0,0,9,0,0,1188,"7/1/09",9.032876712,10.28415301,"3/1/11",3
"638","FRA","FRA-1","4/19/97","5/1/06","8/1/09","9/1/07",16,17,0,0,9,0,0,1188,"7/1/09",9.032876712,10.36885246,"3/1/11",3
"639","FRA","FRA-1","4/19/97","5/1/06","8/1/09","10/1/07",17,18,0,0,9,0,0,1188,"7/1/09",9.032876712,10.45081967,"3/1/11",3
"640","FRA","FRA-1","4/19/97","5/1/06","8/1/09","11/1/07",18,19,0,0,9,0,0,1188,"7/1/09",9.032876712,10.53551913,"3/1/11",3
"641","FRA","FRA-1","4/19/97","5/1/06","8/1/09","12/1/07",19,20,0,0,9,0,0,1188,"7/1/09",9.032876712,10.61748634,"3/1/11",3
"642","FRA","FRA-1","4/19/97","5/1/06","8/1/09","1/1/08",20,21,0,0,9,0,0,1188,"7/1/09",9.032876712,10.70218579,"3/1/11",3
"643","FRA","FRA-1","4/19/97","5/1/06","8/1/09","2/1/08",21,22,0,0,9,0,0,1188,"7/1/09",9.032876712,10.78688525,"3/1/11",3
"644","FRA","FRA-1","4/19/97","5/1/06","8/1/09","3/1/08",22,23,0,0,9,0,0,1188,"7/1/09",9.032876712,10.86612022,"3/1/11",3
"645","FRA","FRA-1","4/19/97","5/1/06","8/1/09","4/1/08",23,24,0,0,9,0,0,1188,"7/1/09",9.032876712,10.95081967,"3/1/11",3
"646","FRA","FRA-1","4/19/97","5/1/06","8/1/09","5/1/08",24,25,0,0,10,0,0,1188,"7/1/09",9.032876712,11.03287671,"3/1/11",3
"647","FRA","FRA-1","4/19/97","5/1/06","8/1/09","6/1/08",25,26,0,0,10,0,0,1188,"7/1/09",9.032876712,11.11780822,"3/1/11",3
"648","FRA","FRA-1","4/19/97","5/1/06","8/1/09","7/1/08",26,27,0,0,10,0,0,1188,"7/1/09",9.032876712,11.2,"3/1/11",3
"649","FRA","FRA-1","4/19/97","5/1/06","8/1/09","8/1/08",27,28,0,0,9,0,0,1188,"7/1/09",9.032876712,11.28493151,"3/1/11",3
"650","FRA","FRA-1","4/19/97","5/1/06","8/1/09","9/1/08",28,29,0,0,9,0,0,1188,"7/1/09",9.032876712,11.36986301,"3/1/11",3
"651","FRA","FRA-1","4/19/97","5/1/06","8/1/09","10/1/08",29,30,0,0,9,0,0,1188,"7/1/09",9.032876712,11.45205479,"3/1/11",3
"652","FRA","FRA-1","4/19/97","5/1/06","8/1/09","11/1/08",30,31,0,0,9,0,0,1188,"7/1/09",9.032876712,11.5369863,"3/1/11",3
"653","FRA","FRA-1","4/19/97","5/1/06","8/1/09","12/1/08",31,32,0,0,9,0,0,1188,"7/1/09",9.032876712,11.61917808,"3/1/11",3
"654","FRA","FRA-1","4/19/97","5/1/06","8/1/09","1/1/09",32,33,0,0,9,0,0,1188,"7/1/09",9.032876712,11.70410959,"3/1/11",3
"655","FRA","FRA-1","4/19/97","5/1/06","8/1/09","2/1/09",33,34,0,0,9,0,0,1188,"7/1/09",9.032876712,11.7890411,"3/1/11",3
"656","FRA","FRA-1","4/19/97","5/1/06","8/1/09","3/1/09",34,35,0,0,9,0,0,1188,"7/1/09",9.032876712,11.86575342,"3/1/11",3
"657","FRA","FRA-1","4/19/97","5/1/06","8/1/09","4/1/09",35,36,0,0,10,0,0,1188,"7/1/09",9.032876712,11.95068493,"3/1/11",3
"658","FRA","FRA-1","4/19/97","5/1/06","8/1/09","5/1/09",36,37,0,0,10,0,0,1188,"7/1/09",9.032876712,12.03287671,"3/1/11",3
"659","FRA","FRA-1","4/19/97","5/1/06","8/1/09","6/1/09",37,38,0,0,10,0,0,1188,"7/1/09",9.032876712,12.11780822,"3/1/11",3
"660","FRA","FRA-1","4/19/97","5/1/06","8/1/09","7/1/09",38,39,1,0,10,0,0,1188,"7/1/09",9.032876712,12.2,"3/1/11",3
"661","FRE","FRE-1","4/22/01","7/1/09","8/1/10","7/1/09",0,1,0,0,5,0,1,396,"7/1/10",8.191780822,8.191780822,NA,2
"662","FRE","FRE-1","4/22/01","7/1/09","8/1/10","8/1/09",1,2,0,0,5,0,1,396,"7/1/10",8.191780822,8.276712329,NA,2
"663","FRE","FRE-1","4/22/01","7/1/09","8/1/10","9/1/09",2,3,0,0,5,0,1,396,"7/1/10",8.191780822,8.361643836,NA,2
"664","FRE","FRE-1","4/22/01","7/1/09","8/1/10","10/1/09",3,4,0,0,5,0,1,396,"7/1/10",8.191780822,8.443835616,NA,2
"665","FRE","FRE-1","4/22/01","7/1/09","8/1/10","11/1/09",4,5,0,0,5,0,1,396,"7/1/10",8.191780822,8.528767123,NA,2
"666","FRE","FRE-1","4/22/01","7/1/09","8/1/10","12/1/09",5,6,0,0,5,0,1,396,"7/1/10",8.191780822,8.610958904,NA,2
"667","FRE","FRE-1","4/22/01","7/1/09","8/1/10","1/1/10",6,7,0,0,5,0,1,396,"7/1/10",8.191780822,8.695890411,NA,2
"668","FRE","FRE-1","4/22/01","7/1/09","8/1/10","2/1/10",7,8,0,0,5,0,1,396,"7/1/10",8.191780822,8.780821918,NA,2
"669","FRE","FRE-1","4/22/01","7/1/09","8/1/10","3/1/10",8,9,0,0,6,0,1,396,"7/1/10",8.191780822,8.857534247,NA,2
"670","FRE","FRE-1","4/22/01","7/1/09","8/1/10","4/1/10",9,10,0,0,6,0,1,396,"7/1/10",8.191780822,8.942465753,NA,2
"671","FRE","FRE-1","4/22/01","7/1/09","8/1/10","5/1/10",10,11,0,0,6,0,1,396,"7/1/10",8.191780822,9.024657534,NA,2
"672","FRE","FRE-1","4/22/01","7/1/09","8/1/10","6/1/10",11,12,0,0,6,0,1,396,"7/1/10",8.191780822,9.109589041,NA,2
"673","FRE","FRE-1","4/22/01","7/1/09","8/1/10","7/1/10",12,13,0,0,6,0,1,396,"7/1/10",8.191780822,9.191780822,NA,4
"674","FUJ","FUJ-1","11/12/98","3/1/07","4/1/08","3/1/07",0,1,0,0,10,0,0,397,"3/1/08",8.298630137,8.298630137,NA,6
"675","FUJ","FUJ-1","11/12/98","3/1/07","4/1/08","4/1/07",1,2,0,0,11,0,0,397,"3/1/08",8.298630137,8.383561644,NA,6
"676","FUJ","FUJ-1","11/12/98","3/1/07","4/1/08","5/1/07",2,3,0,0,11,0,0,397,"3/1/08",8.298630137,8.465753425,NA,6
"677","FUJ","FUJ-1","11/12/98","3/1/07","4/1/08","6/1/07",3,4,0,0,11,0,0,397,"3/1/08",8.298630137,8.550684932,NA,4
"678","FUJ","FUJ-1","11/12/98","3/1/07","4/1/08","7/1/07",4,5,0,0,10,0,0,397,"3/1/08",8.298630137,8.632876712,NA,4
"679","FUJ","FUJ-1","11/12/98","3/1/07","4/1/08","8/1/07",5,6,0,0,10,0,0,397,"3/1/08",8.298630137,8.717808219,NA,4
"680","FUJ","FUJ-1","11/12/98","3/1/07","4/1/08","9/1/07",6,7,0,0,10,0,0,397,"3/1/08",8.298630137,8.802739726,NA,4
"681","FUJ","FUJ-1","11/12/98","3/1/07","4/1/08","10/1/07",7,8,0,0,10,0,0,397,"3/1/08",8.298630137,8.884931507,NA,4
"682","FUJ","FUJ-1","11/12/98","3/1/07","4/1/08","11/1/07",8,9,0,0,10,0,0,397,"3/1/08",8.298630137,8.969863014,NA,4
"683","FUJ","FUJ-1","11/12/98","3/1/07","4/1/08","12/1/07",9,10,0,0,10,0,0,397,"3/1/08",8.298630137,9.051912568,NA,4
"684","FUJ","FUJ-1","11/12/98","3/1/07","4/1/08","1/1/08",10,11,0,0,10,0,0,397,"3/1/08",8.298630137,9.136612022,NA,4
"685","FUJ","FUJ-1","11/12/98","3/1/07","4/1/08","2/1/08",11,12,0,0,10,0,0,397,"3/1/08",8.298630137,9.221311475,NA,4
"686","FUJ","FUJ-1","11/12/98","3/1/07","4/1/08","3/1/08",12,13,1,0,10,0,0,397,"3/1/08",8.298630137,9.300546448,NA,6
"687","GAB","GAB-1","7/5/95","1/1/06","5/1/06","1/1/06",0,1,0,0,7,1,0,120,"4/1/06",10.49315068,10.49315068,"2/1/08",0
"688","GAB","GAB-1","7/5/95","1/1/06","5/1/06","2/1/06",1,2,0,0,7,1,0,120,"4/1/06",10.49315068,10.57808219,"2/1/08",0
"689","GAB","GAB-1","7/5/95","1/1/06","5/1/06","3/1/06",2,3,0,0,7,1,0,120,"4/1/06",10.49315068,10.65479452,"2/1/08",0
"690","GAB","GAB-1","7/5/95","1/1/06","5/1/06","4/1/06",3,4,1,0,7,1,0,120,"4/1/06",10.49315068,10.73972603,"2/1/08",3
"691","GAR","GAR-1","7/4/96","1/1/06","6/1/06","1/1/06",0,1,0,0,4,1,0,151,"5/1/06",9.495890411,9.495890411,NA,0
"692","GAR","GAR-1","7/4/96","1/1/06","6/1/06","2/1/06",1,2,0,0,4,1,0,151,"5/1/06",9.495890411,9.580821918,NA,0
"693","GAR","GAR-1","7/4/96","1/1/06","6/1/06","3/1/06",2,3,0,0,4,1,0,151,"5/1/06",9.495890411,9.657534247,NA,0
"694","GAR","GAR-1","7/4/96","1/1/06","6/1/06","4/1/06",3,4,0,0,4,1,0,151,"5/1/06",9.495890411,9.742465753,NA,0
"695","GAR","GAR-1","7/4/96","1/1/06","6/1/06","5/1/06",4,5,1,0,4,1,0,151,"5/1/06",9.495890411,9.824657534,NA,0
"696","GAS","GAS-1","1/27/05","5/1/13","7/1/20","5/1/13",0,1,0,0,7,0,0,2618,"6/1/20",8.257534247,8.257534247,NA,3
"697","GAS","GAS-1","1/27/05","5/1/13","7/1/20","6/1/13",1,2,0,0,7,0,0,2618,"6/1/20",8.257534247,8.342465753,NA,2
"698","GAS","GAS-1","1/27/05","5/1/13","7/1/20","7/1/13",2,3,0,0,7,0,0,2618,"6/1/20",8.257534247,8.424657534,NA,2
"699","GAS","GAS-1","1/27/05","5/1/13","7/1/20","8/1/13",3,4,0,0,7,0,0,2618,"6/1/20",8.257534247,8.509589041,NA,2
"700","GAS","GAS-1","1/27/05","5/1/13","7/1/20","9/1/13",4,5,0,0,6,0,0,2618,"6/1/20",8.257534247,8.594520548,NA,2
"701","GAS","GAS-1","1/27/05","5/1/13","7/1/20","10/1/13",5,6,0,0,6,0,0,2618,"6/1/20",8.257534247,8.676712329,NA,3
"702","GAS","GAS-1","1/27/05","5/1/13","7/1/20","11/1/13",6,7,0,0,6,0,0,2618,"6/1/20",8.257534247,8.761643836,NA,3
"703","GAS","GAS-1","1/27/05","5/1/13","7/1/20","12/1/13",7,8,0,0,6,0,0,2618,"6/1/20",8.257534247,8.843835616,NA,3
"704","GAS","GAS-1","1/27/05","5/1/13","7/1/20","1/1/14",8,9,0,0,6,0,0,2618,"6/1/20",8.257534247,8.928767123,NA,3
"705","GAS","GAS-1","1/27/05","5/1/13","7/1/20","2/1/14",9,10,0,0,6,0,0,2618,"6/1/20",8.257534247,9.01369863,NA,2
"706","GAS","GAS-1","1/27/05","5/1/13","7/1/20","3/1/14",10,11,0,0,7,0,0,2618,"6/1/20",8.257534247,9.090410959,NA,2
"707","GAS","GAS-1","1/27/05","5/1/13","7/1/20","4/1/14",11,12,0,0,7,0,0,2618,"6/1/20",8.257534247,9.175342466,NA,0
"708","GAS","GAS-1","1/27/05","5/1/13","7/1/20","5/1/14",12,13,0,0,7,0,0,2618,"6/1/20",8.257534247,9.257534247,NA,0
"709","GAS","GAS-1","1/27/05","5/1/13","7/1/20","6/1/14",13,14,0,0,7,0,0,2618,"6/1/20",8.257534247,9.342465753,NA,0
"710","GAS","GAS-1","1/27/05","5/1/13","7/1/20","7/1/14",14,15,0,0,7,0,0,2618,"6/1/20",8.257534247,9.424657534,NA,0
"711","GAS","GAS-1","1/27/05","5/1/13","7/1/20","8/1/14",15,16,0,0,7,0,0,2618,"6/1/20",8.257534247,9.509589041,NA,0
"712","GAS","GAS-1","1/27/05","5/1/13","7/1/20","9/1/14",16,17,0,0,8,0,0,2618,"6/1/20",8.257534247,9.594520548,NA,0
"713","GAS","GAS-1","1/27/05","5/1/13","7/1/20","10/1/14",17,18,0,0,8,0,0,2618,"6/1/20",8.257534247,9.676712329,NA,0
"714","GAS","GAS-1","1/27/05","5/1/13","7/1/20","11/1/14",18,19,0,0,8,0,0,2618,"6/1/20",8.257534247,9.761643836,NA,0
"715","GAS","GAS-1","1/27/05","5/1/13","7/1/20","12/1/14",19,20,0,0,8,0,0,2618,"6/1/20",8.257534247,9.843835616,NA,0
"716","GAS","GAS-1","1/27/05","5/1/13","7/1/20","1/1/15",20,21,0,0,8,0,0,2618,"6/1/20",8.257534247,9.928767123,NA,0
"717","GAS","GAS-1","1/27/05","5/1/13","7/1/20","2/1/15",21,22,0,0,8,0,0,2618,"6/1/20",8.257534247,10.01369863,NA,0
"718","GAS","GAS-1","1/27/05","5/1/13","7/1/20","3/1/15",22,23,0,0,8,0,0,2618,"6/1/20",8.257534247,10.09041096,NA,0
"719","GAS","GAS-1","1/27/05","5/1/13","7/1/20","4/1/15",23,24,0,0,8,0,0,2618,"6/1/20",8.257534247,10.17534247,NA,0
"720","GAS","GAS-1","1/27/05","5/1/13","7/1/20","5/1/15",24,25,0,0,8,0,0,2618,"6/1/20",8.257534247,10.25753425,NA,0
"721","GAS","GAS-1","1/27/05","5/1/13","7/1/20","6/1/15",25,26,0,0,8,0,0,2618,"6/1/20",8.257534247,10.34246575,NA,0
"722","GAS","GAS-1","1/27/05","5/1/13","7/1/20","7/1/15",26,27,0,0,8,0,0,2618,"6/1/20",8.257534247,10.42465753,NA,0
"723","GAS","GAS-1","1/27/05","5/1/13","7/1/20","8/1/15",27,28,0,0,8,0,0,2618,"6/1/20",8.257534247,10.50958904,NA,0
"724","GAS","GAS-1","1/27/05","5/1/13","7/1/20","9/1/15",28,29,0,0,8,0,0,2618,"6/1/20",8.257534247,10.59452055,NA,0
"725","GAS","GAS-1","1/27/05","5/1/13","7/1/20","10/1/15",29,30,0,0,8,0,0,2618,"6/1/20",8.257534247,10.67671233,NA,0
"726","GAS","GAS-1","1/27/05","5/1/13","7/1/20","11/1/15",30,31,0,0,8,0,0,2618,"6/1/20",8.257534247,10.76164384,NA,0
"727","GAS","GAS-1","1/27/05","5/1/13","7/1/20","12/1/15",31,32,0,0,8,0,0,2618,"6/1/20",8.257534247,10.84383562,NA,0
"728","GAS","GAS-1","1/27/05","5/1/13","7/1/20","1/1/16",32,33,0,0,8,0,0,2618,"6/1/20",8.257534247,10.92876712,NA,0
"729","GAS","GAS-1","1/27/05","5/1/13","7/1/20","2/1/16",33,34,0,0,8,0,0,2618,"6/1/20",8.257534247,11.0136612,NA,0
"730","GAS","GAS-1","1/27/05","5/1/13","7/1/20","3/1/16",34,35,0,0,8,0,0,2618,"6/1/20",8.257534247,11.09289617,NA,0
"731","GAS","GAS-1","1/27/05","5/1/13","7/1/20","4/1/16",35,36,0,0,8,0,0,2618,"6/1/20",8.257534247,11.17759563,NA,0
"732","GAS","GAS-1","1/27/05","5/1/13","7/1/20","5/1/16",36,37,0,0,8,0,0,2618,"6/1/20",8.257534247,11.25956284,NA,0
